SMILES,Structure: Image,Substance Identification: Reaxys Registry Number,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight,Type of Substance,Type and Modification,InChI Key,Composition: Comp. Name,Composition: Comp. Conc.,Composition: Comp. Attrib.,Field Availability,Number of Reactions,Number of References,LogP,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,Melting Point: Melting Point [C],Solvent (Melting Point),Location,Comment (Melting Point),Crystallizes With,Amount (Melting Point) [mol],References,Links to Reaxys.1,Solubility (MCS): Solubility [g·l-1],Saturation,Temperature_C,Solvent,Ratio of Solvents,Location.1,Comment (Solubility (MCS)),References.1,Links to Reaxys.2,Unnamed: 43,logS
COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC3=NON=C3O)C2=C1,,34434088,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34434088&database=RX&origin=ReaxysOutput&ln=,(1803 of 2088),,"(4-chlorophenyl)(3-((4-hydroxy-1,2,5-oxadiazol-3-yl)methyl)-5-methoxy-2-methyl-1H-indol-1-yl)methanone",C20H16ClN3O4,C20H16ClN3O4,397818.0,,,VJZLOJXUWVYZRW-UHFFFAOYSA-N,,,,Identification(6); Physical Data(5); Spectra(4); Bioactivity(2),6.0,1,4334.0,1.0,2.0,5.0,90.38,4.0,2.0,203.5 - 204.3,ethanol; water,supporting information,,,,"Article; Lolli, Marco L.;Carnovale, Irene M.;Pippione, Agnese C.;Wahlgren, Weixiao Y.;Bonanni, Davide;Marini, Elisabetta;Zonari, Daniele;Gallicchio, Margherita;Boscaro, Valentina;Goyal, Parveen;Friemann, Rosmarie;Rolando, Barbara;Bagnati, Renzo;Adinolfi, Salvatore;Oliaro-Bosso, Simonetta;Boschi, Donatella; ACS Medicinal Chemistry Letters; vol. 10; 4; (2019); p. 437 - 443;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76403277&database=RX&origin=ReaxysOutput&ln=,0.00281,in solution,25.0,water,,supporting information,,"Article; Lolli, Marco L.;Carnovale, Irene M.;Pippione, Agnese C.;Wahlgren, Weixiao Y.;Bonanni, Davide;Marini, Elisabetta;Zonari, Daniele;Gallicchio, Margherita;Boscaro, Valentina;Goyal, Parveen;Friemann, Rosmarie;Rolando, Barbara;Bagnati, Renzo;Adinolfi, Salvatore;Oliaro-Bosso, Simonetta;Boschi, Donatella; ACS Medicinal Chemistry Letters; vol. 10; 4; (2019); p. 437 - 443;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76403277&database=RX&origin=ReaxysOutput&ln=,,-5.1509781097727725
Cl.COC1=CC=C(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)C=N1,,34523384,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34523384&database=RX&origin=ReaxysOutput&ln=,(1807 of 2088),,,C28H27N9O*ClH,C28H27N9O*ClH,542043.0,,,XAXAQEXNPGAJJJ-UHFFFAOYSA-N,,,,Identification(5); Physical Data(23); Spectra(1),10.0,1,4655.0,0.0,9.0,6.0,100.4,3.0,2.0,241.25,,Paragraph 00678,,,,Patent; ARRAY BIOPHARMA; WO2019/75108; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76492259&database=RX&origin=ReaxysOutput&ln=,0.24,in pure solvent,25.0,water,,Paragraph 00706,,Patent; ARRAY BIOPHARMA; WO2019/75108; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76492259&database=RX&origin=ReaxysOutput&ln=,,-3.353822498557365
OC1=CC(F)=C(C=C1O)C(=O)C1=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C=CC(F)=C1,,34643556,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34643556&database=RX&origin=ReaxysOutput&ln=,(1809 of 2088),,"(2-((4-benzhydrylpiperazin-1-yl)methyl)-5-fluorophenyl)(2-fluoro-4,5-dihydroxyphenyl)methanone",C31H28F2N2O3,C31H28F2N2O3,514572.0,,,VJSFFPXFYJIJBM-UHFFFAOYSA-N,,,,Identification(6); Physical Data(4); Spectra(5); Bioactivity(2),5.0,1,5926.0,2.0,3.0,7.0,64.01,2.0,2.0,215 - 217,,,,,,"Article; Feng, Xiu E; Kong, De Peng; Ban, Shu Rong; Ge, Rui; Li, Qing Shan; Medicinal Chemistry Research; vol. 28; 8; (2019); p. 1319 - 1337;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77032597&database=RX&origin=ReaxysOutput&ln=,0.05328,,37.0,water,water (6 ml),,,"Article; Feng, Xiu E; Kong, De Peng; Ban, Shu Rong; Ge, Rui; Li, Qing Shan; Medicinal Chemistry Research; vol. 28; 8; (2019); p. 1319 - 1337;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77032597&database=RX&origin=ReaxysOutput&ln=,,-3.9848819345882354
OC1=CC=CC(O)=C1O.CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,,34821411,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34821411&database=RX&origin=ReaxysOutput&ln=,(1810 of 2088),,,C12H9F3N2O2*C6H6O3,C6H6O3*C12H9F3N2O2,396323.0,,,JPCGWEZEPAQDJE-UHFFFAOYSA-N,,,,Identification(6); Physical Data(6),1.0,1,,4.0,2.0,4.0,115.82,3.0,2.0,130.7,,,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,0.04463,,37.0,water,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,,-3.9484223898419737
OC(=O)C1=CC(O)=CC=C1.CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,,34821412,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34821412&database=RX&origin=ReaxysOutput&ln=,(1811 of 2088),,,C12H9F3N2O2*C7H6O3,C7H6O3*C12H9F3N2O2,408334.0,,,KYKSIIHNKUTEEI-UHFFFAOYSA-N,,,,Identification(6); Physical Data(4),1.0,1,,3.0,4.0,5.0,112.66,3.0,2.0,153.1,,,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,0.03658,,37.0,water,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,,-4.047771841892128
OC(=O)C1=CC=CC=N1.CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,,34821413,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34821413&database=RX&origin=ReaxysOutput&ln=,(1812 of 2088),,,C12H9F3N2O2*C6H5NO2,C6H5NO2*C12H9F3N2O2,393322.0,,,UQOBECAIBPOWBJ-UHFFFAOYSA-N,,,,Identification(6); Physical Data(4),1.0,1,,2.0,5.0,5.0,105.32,3.0,2.0,135.4,,,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,0.04011,,37.0,water,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,,-3.991495576854715
OC(=O)C1=CC=CC=N1.CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,,34821414,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34821414&database=RX&origin=ReaxysOutput&ln=,(1813 of 2088),,,C12H9F3N2O2*2C6H5NO2,2C6H5NO2*C12H9F3N2O2,516433.0,,,UQOBECAIBPOWBJ-UHFFFAOYSA-N,,,,Identification(6); Physical Data(5),1.0,1,,2.0,5.0,5.0,105.32,3.0,2.0,125.4,,,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,0.03445,,37.0,water,,,,"Article; Cadden, Joseph; Klooster, Wim T.; Coles, Simon J.; Aitipamula, Srinivasulu; Crystal Growth and Design; vol. 19; 7; (2019); p. 3923 - 3933;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77397530&database=RX&origin=ReaxysOutput&ln=,,-4.175824759597051
OS(O)(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976185,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976185&database=RX&origin=ReaxysOutput&ln=,(1815 of 2088),,,C18H14F3N5O2*H2O4S,C18H14F3N5O2*H2O4S,487416.0,,,SCWUMCPKRGPOHV-UHFFFAOYSA-N,,,,Identification(5); Physical Data(7),7.0,1,1652.0,2.0,10.0,4.0,148.16,4.0,1.0,170 - 180,,Paragraph 00135,,,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,0.84,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.763620495244886
OS(O)(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976185,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976185&database=RX&origin=ReaxysOutput&ln=,(1815 of 2088),,,C18H14F3N5O2*H2O4S,C18H14F3N5O2*H2O4S,487416.0,,,SCWUMCPKRGPOHV-UHFFFAOYSA-N,,,,Identification(5); Physical Data(7),7.0,1,1652.0,2.0,10.0,4.0,148.16,4.0,1.0,171,,Paragraph 00135,,,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,1.26,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.5875292361892046
OS(O)(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976185,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976185&database=RX&origin=ReaxysOutput&ln=,(1815 of 2088),,,C18H14F3N5O2*H2O4S,C18H14F3N5O2*H2O4S,487416.0,,,SCWUMCPKRGPOHV-UHFFFAOYSA-N,,,,Identification(5); Physical Data(7),7.0,1,1652.0,2.0,10.0,4.0,148.16,4.0,1.0,,,,,,,,,1.54,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.5003790604703044
OS(O)(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976185,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976185&database=RX&origin=ReaxysOutput&ln=,(1815 of 2088),,,C18H14F3N5O2*H2O4S,C18H14F3N5O2*H2O4S,487416.0,,,SCWUMCPKRGPOHV-UHFFFAOYSA-N,,,,Identification(5); Physical Data(7),7.0,1,1652.0,2.0,10.0,4.0,148.16,4.0,1.0,,,,,,,,,1.73,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.449853678177972
Br.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976190,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976190&database=RX&origin=ReaxysOutput&ln=,(1816 of 2088),,,C18H14F3N5O2*2BrH,2BrH*C18H14F3N5O2,551161.0,,,XRPVBQUTPYULMY-UHFFFAOYSA-N,,,,Identification(5); Physical Data(4),7.0,1,4266.0,0.0,6.0,4.0,65.18,4.0,2.0,148,,Paragraph 00135,,,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,0.48,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-3.0600372420536885
Br.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976190,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976190&database=RX&origin=ReaxysOutput&ln=,(1816 of 2088),,,C18H14F3N5O2*2BrH,2BrH*C18H14F3N5O2,551161.0,,,XRPVBQUTPYULMY-UHFFFAOYSA-N,,,,Identification(5); Physical Data(4),7.0,1,4266.0,0.0,6.0,4.0,65.18,4.0,2.0,,,,,,,,,0.54,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-3.008884719606307
Cl.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976194,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976194&database=RX&origin=ReaxysOutput&ln=,(1817 of 2088),,,C18H14F3N5O2*2ClH,C18H14F3N5O2*2ClH,462259.0,,,IFUWIMMWEMZWSG-UHFFFAOYSA-N,,,,Identification(5); Physical Data(3),,1,3928.0,0.0,6.0,4.0,65.18,4.0,2.0,161,,Paragraph 00135,with decomposition,,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,0.76,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.78407178317462
Cl.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976194,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976194&database=RX&origin=ReaxysOutput&ln=,(1817 of 2088),,,C18H14F3N5O2*2ClH,C18H14F3N5O2*2ClH,462259.0,,,IFUWIMMWEMZWSG-UHFFFAOYSA-N,,,,Identification(5); Physical Data(3),,1,3928.0,0.0,6.0,4.0,65.18,4.0,2.0,,,,,,,,,1.14,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-2.6079805241189398
ON(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976195,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976195&database=RX&origin=ReaxysOutput&ln=,(1818 of 2088),,,C18H14F3N5O2*HNO3,C18H14F3N5O2*HNO3,452.35,,,QHRIZAMTZWUEHS-UHFFFAOYSA-N,,,,Identification(5); Physical Data(5),7.0,1,,1.0,6.0,4.0,131.23,3.0,2.0,119,,Paragraph 00135,with decomposition,,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,0.33,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-3.1369606547748288
ON(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976195,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976195&database=RX&origin=ReaxysOutput&ln=,(1818 of 2088),,,C18H14F3N5O2*HNO3,C18H14F3N5O2*HNO3,452.35,,,QHRIZAMTZWUEHS-UHFFFAOYSA-N,,,,Identification(5); Physical Data(5),7.0,1,,1.0,6.0,4.0,131.23,3.0,2.0,,,,,,,,,0.38,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-3.075690998035906
ON(=O)=O.CN1C=C(C=N1)C1=CN(C2=CC=C(OC(F)(F)F)C=C2)C(=O)C2=C1N(C)C=N2,,34976195,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34976195&database=RX&origin=ReaxysOutput&ln=,(1818 of 2088),,,C18H14F3N5O2*HNO3,C18H14F3N5O2*HNO3,452.35,,,QHRIZAMTZWUEHS-UHFFFAOYSA-N,,,,Identification(5); Physical Data(5),7.0,1,,1.0,6.0,4.0,131.23,3.0,2.0,,,,,,,,,0.42,,25.0,water,,Paragraph 00133,,Patent; GENENTECH; WO2019/152863; (2019); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77542946&database=RX&origin=ReaxysOutput&ln=,,-3.032225304254816
CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1,,34981731,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34981731&database=RX&origin=ReaxysOutput&ln=,(1819 of 2088),,,C15H10O6*C8H10N4O2,C8H10N4O2*C15H10O6,480434.0,,,WFCQMDJRUFCYOQ-UHFFFAOYSA-N,,,,Identification(6); Physical Data(3); Spectra(1); Bioactivity(2),1.0,1,,4.0,8.0,1.0,165.66,3.0,1.0,226.97,,,,,,"Article; Mohite, Rohini; Mehta, Piyush; Arulmozhi; Kamble, Ravindra; Pawar, Atmaram; Bothiraja; New Journal of Chemistry; vol. 43; 34; (2019); p. 13471 - 13479;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77669368&database=RX&origin=ReaxysOutput&ln=,0.0247,in pure solvent,37.0,water,,,,"Article; Mohite, Rohini; Mehta, Piyush; Arulmozhi; Kamble, Ravindra; Pawar, Atmaram; Bothiraja; New Journal of Chemistry; vol. 43; 34; (2019); p. 13471 - 13479;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77669368&database=RX&origin=ReaxysOutput&ln=,,-4.28893678129527
C[N+]1=CN(CCO)C=C1.OC(CN1C=CN=C1)(P(O)(O)=O)P(O)([O-])=O,,35165114,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D35165114&database=RX&origin=ReaxysOutput&ln=,(1820 of 2088),,(1-(2-hydroxyethyl)-3-methyl-1H-imidazol-3-ium) hydrogen (1-hydroxy-2-(1H-imidazol-1-yl)-1-phosphonoethyl)phosphonate,C5H9N2O7P2(1-)*C6H11N2O(1+),C5H9N2O7P2*C6H11N2O,398249.0,,,GNROVOFPKCEAEW-UHFFFAOYSA-M,,,,Identification(6); Physical Data(6); Spectra(3); Bioactivity(2),1.0,1,-3501.0,5.0,11.0,6.0,204.6,3.0,1.0,143.8,,supporting information,,,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,770,in pure solvent,37.0,water,,supporting information,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,,0.2863360312078555
COCCN1C=C[N+](C)=C1.OC(CN1C=CN=C1)(P(O)(O)=O)P(O)([O-])=O,,35165116,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D35165116&database=RX&origin=ReaxysOutput&ln=,(1821 of 2088),,1-(2-methoxyethyl)-3-methyl-1H-imidazol-3-ium hydrogen (1-hydroxy-2-(1H-imidazol-1-yl)-1-phosphonoethyl)phosphonate,C5H9N2O7P2(1-)*C7H13N2O(1+),C5H9N2O7P2*C7H13N2O,412276.0,,,MOKJJWGVLISISK-UHFFFAOYSA-M,,,,Identification(6); Physical Data(6); Spectra(3); Bioactivity(2),1.0,1,-2982.0,4.0,11.0,7.0,193.6,3.0,1.0,125.9,,supporting information,,,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,1210,in pure solvent,37.0,water,,supporting information,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,,0.4675973165506022
CN(C)C(=N)N(C)C.OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,,35165119,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D35165119&database=RX&origin=ReaxysOutput&ln=,(1822 of 2088),,bis(dimethylamino)methaniminium hydrogen (1-hydroxy-2-(1H-imidazol-1-yl)-1-phosphonoethyl)phosphonate,C5H13N3*C5H10N2O7P2,C5H10N2O7P2*C5H13N3,387269.0,,,JZCLYHDGUYSCQS-UHFFFAOYSA-N,,,,Identification(6); Physical Data(4); Spectra(3); Bioactivity(2),1.0,1,-2776.0,6.0,12.0,6.0,203.06,2.0,1.0,225.3,,supporting information,,,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,783,in pure solvent,37.0,water,,supporting information,,"Article; Teixeira, Sónia; Santos, Miguel M.; Ferraz, Ricardo; Prudêncio, Cristina; Fernandes, Maria H.; Costa-Rodrigues, João; Branco, Luís C.; ChemMedChem; vol. 14; 20; (2019); p. 1767 - 1770;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D77957588&database=RX&origin=ReaxysOutput&ln=,,0.3057490279630844
